"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"ertrag_bez";"ertrag_kur";"NAME_HAUPT";"NAME_UNTER";"X";"Y"
"644";NA;"Oberhavel";"Kappe";NA;NA;"5867808";"393598";NA;NA;"363";"Mesolithikum";33363;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kappe - 8";"nein";"Walzenbeil, Geröllkeule?; War ehemals Fpl. 7 von Zehdenick-Staatsforst.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (393598 5867808)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Zehdenick-Spandauer Havelniederung";393598;5867808
"645";NA;"Oberhavel";"Krewelin";NA;NA;"5867269";"391415";NA;NA;"364";"Mesolithikum";7670;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Krewelin - 13";"nein";"ein Walzenbeil; Sand; MUFP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (391415 5867269)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Zehdenick-Spandauer Havelniederung";391415;5867269
"646";NA;"Oberhavel";"Oranienburg";NA;NA;"5845362";"381867";NA;NA;"365";"Mesolithikum";57790;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Oranienburg - 42";"nein";"Mesolithische Geweihhacke (Rothirsch),L. ca. 23 cm,  im Schaft gebrochen
2 Tierknochenfragmente: Fragment von rechtem Unterkiefer (Wildschwein), Fragment von linkem Schienbein (Rothirsch); Bei Bombenentschärfung in 4,10 Metern Tiefe in einer Torfschicht";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (381867 5845362)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend <30 und verbreitet versiegelt";"v/n";"LUCHLAND";"Zehdenick-Spandauer Havelniederung";381867;5845362
"647";NA;"Oberspreewald-Lausitz";"Leipe";NA;NA;"5745737";"434092";NA;NA;"366";"Mesolithikum";38850;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Leipe - 1";"nein";"1.F   1 Feuersteinbeil, Pickel, L: 10 cm;  INV 1995:557";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (434092 5745737)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend >50 und verbreitet 30 - 50";"g/r";"SPREEWALD";"Malxe-Spree-Niederung";434092;5745737
"648";NA;"Oberspreewald-Lausitz";"Lübbenau";NA;NA;"5746722";"429251";NA;NA;"367";"Mesolithikum";3406;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lübbenau - 5";"nein";"ein Schuhleistenkeil und ein Walzenbeil; Dammstr. (früher Maxim-Gorki-Str. ) 8;  Museum Lübbenau";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (429251 5746722)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"SPREEWALD";"Malxe-Spree-Niederung";429251;5746722
"649";NA;"Oder-Spree";"Rieplos";NA;NA;"5795507";"424985";NA;NA;"368";"Mesolithikum";1342;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Rieplos - 3";"nein";"""Federmesser/ Spitze"", Datierung unsicher";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (424985 5795507)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Berlin Fürstenwalder Spreetalniederung";424985;5795507
"650";NA;"Oder-Spree";"Fürstenwalde";NA;NA;"5801560";"435610";NA;NA;"369";"Mesolithikum";6606;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Fürstenwalde - 5";"nein";"eine Geweihhacke im flachen Wasser; nach Zeichnung wahrscheinlich mesolithisch;
Koordinatenänderung A. Winkelmann; Hafengelände I in der Alten Stadt; Mus. Fürstenwalde";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (435610 5801560)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Berlin Fürstenwalder Spreetalniederung";435610;5801560
"651";NA;"Oder-Spree";"Fürstenwalde-Süd";NA;NA;"5798176";"437640";NA;NA;"370";"Mesolithikum";6614;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Fürstenwalde-Süd - 5";"nein";"Feuersteinabschlag";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (437640 5798176)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Berlin Fürstenwalder Spreetalniederung";437640;5798176
"652";NA;"Oder-Spree";"Tempelberg";NA;NA;"5811060";"441829";NA;NA;"371";"Mesolithikum";27512;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Tempelberg - 17";"nein";"INV 1997:95; Sand   1.F     Flintartefakte

  2.F     1 Dreiecksmikrolith

  3.F     1 Querschneider

  4.F     1 Flintbeilabspliß

  5.T     1 Schalenrand mit Innenrandverzierung in doppelter Zickzacklinie

  6.T     verschiedene uncharakteristische Wa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (441829 5811060)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend <30 und verbreitet 30 - 50";"g/n";"OSTBRANDENBURGISCHE PLATTE";"Lebusplatte";441829;5811060
"653";NA;"Oder-Spree";"Schwerin";NA;NA;"5782992";"422156";NA;NA;"372";"Mesolithikum";34518;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Schwerin - 11";"nein";"Kernbeil, kerne, Kratzer, Stichel, UG-Keramik; Fpl.-Nr. vergeben, s. FM 222 v. 22.1.91, Fpl. 6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (422156 5782992)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET";"Dahme Seengebiet";422156;5782992
"654";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5866215";"330914";NA;NA;"373";"Mesolithikum";10442;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 12";"nein";"ansatzweise bearbeitete Hirschgeweihsprosse, Datierung ""nur"" wahrscheinlich! Lage aufgrund der Lageskizze vom Horstberg ""entfernt""";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330914 5866215)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";330914;5866215
"655";NA;"Ostprignitz-Ruppin";"Kötzlin";NA;NA;"5865906";"312942";NA;NA;"374";"Mesolithikum";10636;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kötzlin - 9";"nein";"ein Walzenbeil
-Fundort gut über Skizze in FM verortbar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (312942 5865906)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Kyritzer PLatte";312942;5865906
"656";NA;"Ostprignitz-Ruppin";"Dreetz";NA;NA;"5850608";"326736";NA;NA;"375";"Mesolithikum";10554;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Dreetz - 14";"nein";"nördlich vom Rhinkanal; T-AXT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (326736 5850608)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";326736;5850608
"657";NA;"Ostprignitz-Ruppin";"Kyritz";NA;NA;"5873163";"326107";NA;NA;"376";"Mesolithikum";10687;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Kyritz - 36";"nein";"ein spitzer Pickel oder Dreikantgerät, Datierung und Ansprache sind zu überprüfen, Fundskizze zeigt eher ein (neolithisches?) Beil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (326107 5873163)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";326107;5873163
"658";NA;"Ostprignitz-Ruppin";"Lohm";NA;NA;"5860773";"318673";NA;NA;"377";"Mesolithikum";10715;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lohm - 12";"nein";"ein Walzenbeil und ein weiteres Beil (Felsgestein)

Walzenbeil siehe FM1939:108

2. Beil nach Abschrift Museumskartei Heiligengrabe: Form 2. Schneide geschweift u. schiefgestellt. Breitseiten an der Seite geschliffen. Grau. 

L=14,8 cm: Grösste Breite=";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (318673 5860773)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";318673;5860773
"659";NA;"Ostprignitz-Ruppin";"Roddahn";NA;NA;"5856998";"317745";NA;NA;"378";"Mesolithikum";10781;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Roddahn - 8";"nein";"ein Walzenbeil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (317745 5856998)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";317745;5856998
"660";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5863361";"328830";NA;NA;"379";"Mesolithikum";10888;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 34";"nein";"Hirschhornaxt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (328830 5863361)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";328830;5863361
"661";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5865356";"330184";NA;NA;"380";"Mesolithikum";10870;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 16";"nein";"eine Hirschhornaxt (T-AXT)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330184 5865356)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";330184;5865356
"662";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5876914";"353885";NA;NA;"381";"Mesolithikum";13047;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 10";"nein";"vermutlich Walzenbeil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (353885 5876914)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";353885;5876914
"663";NA;"Ostprignitz-Ruppin";"Herzberg";NA;NA;"5865245";"362533";NA;NA;"382";"Mesolithikum";13155;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Herzberg - 4";"nein";"eine Geweihhacke mit Schaftloch; Mus. Neuruppin";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362533 5865245)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";362533;5865245
"664";NA;"Ostprignitz-Ruppin";"Langen";NA;NA;"5856103";"351644";NA;NA;"383";"Mesolithikum";13236;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Langen - 1";"nein";"Spitzhaue mit Verbreiterung am Schaftloch....Dat. Nach Gramsch; 8-10 cm oberhalb Torf, in einer rötlichen Sandschicht; daneben Feuerstein Klinge 2 cm und eine Steinkugel ca. 4 cm Durchmesser; Gramsch 1973";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (351644 5856103)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";351644;5856103
"665";NA;"Ostprignitz-Ruppin";"Lüchfeld";NA;NA;"5860538";"344010";NA;NA;"384";"Mesolithikum";13284;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lüchfeld - 2";"nein";"ein Walzenbeil, MUFP, Sand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (344010 5860538)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Ruppiner Platte";344010;5860538
"666";NA;"Ostprignitz-Ruppin";"Wildberg";NA;NA;"5860442";"340487";NA;NA;"385";"Mesolithikum";13450;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wildberg - 3";"nein";"eine kleine Knochenharpune mit einseitige schwach erkennbarer/ausgeprägter Zahnung; Wiesentorf; MUFP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (340487 5860442)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Ruppiner Platte";340487;5860442
"667";NA;"Ostprignitz-Ruppin";"Wildberg";NA;NA;"5859431";"340725";NA;NA;"386";"Mesolithikum";13457;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wildberg - 10";"nein";"einzelne Knochenspitze, einseitig gekerbt; 800 m westsüdwestlich der Höhe 37,2 m; Luftbilder:   
3140/4258-03";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (340725 5859431)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Ruppiner Platte";340725;5859431
"668";NA;"Ostprignitz-Ruppin";"Zechliner Hütte";NA;NA;"5892809";"356883";NA;NA;"387";"Mesolithikum";13499;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Zechliner Hütte - 2";"nein";"1 Kernbeil (Dat. Nach Gramsch); Biermann 2015 Zechlinerhütte (OPR), Fpl.-Nr. 2. Auf der heutigen Halbinsel ""Müggenhorst"", die durch einen Sumpfstreifen vom Festland getrennt ist; keine Befestigungsreste; mittel- u. spätslaw. Scherben. Inselssiedlung d";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (356883 5892809)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"MECKLENBURGISCHE SEENPLATTE";"Neustrelitzer Kleinseenland";356883;5892809
"669";NA;"Ostprignitz-Ruppin";"Altfriesack";NA;NA;"5856977";"357843";NA;NA;"388";"Mesolithikum";13030;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Altfriesack - 2";"nein";"Luftbild 3142/5856-02; ein Walzenbeil; 5857150-5857460, 4560000-4560260; Achtung: Altfriesack Fpl. 1 und 2 gehören (inhaltlich und lagegemäß) zusammen! Burgwall wurde 1942 abgetragen; nahe bei Holzfigur ""Götzenfigur"" aus Holz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (357843 5856977)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";357843;5856977
"670";NA;"Ostprignitz-Ruppin";"Wulkow bei Alt Ruppin";NA;NA;"5865977";"362007";NA;NA;"389";"Mesolithikum";53123;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wulkow bei Alt Ruppin - 3";"nein";"Lokalisierung absolut unsicher; nach Gramsch: ein Walzenbeil; Nordufer Werbellin-Sees, knapp östlich";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362007 5865977)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";362007;5865977
"671";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5872511";"361187";NA;NA;"390";"Mesolithikum";53129;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 23";"nein";"nach Gramsch: ein Kernbeil; Sandhorst nördlich der Hohen Brücke (Gühlenbrücke)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (361187 5872511)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend 30 - 50";"g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";361187;5872511
"672";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5870362";"354377";NA;NA;"391";"Mesolithikum";53132;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 24";"nein";"nach Gramsch: eine feingerätige Spitze; kleine Kuppe am Südwestrand des Molchowsee";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (354377 5870362)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen vorherrschend <30";"n";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Ruppiner Platte";354377;5870362
"673";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5876620";"353035";NA;NA;"392";"Mesolithikum";53133;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 25";"nein";"nach Gramsch, ganz genaue Lage nicht bekannt: ein Walzenbeil; Garten der Revierförsterei Rottstiel (am Tornowsee)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (353035 5876620)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Wittstock-Ruppiner Heide";353035;5876620
"674";NA;"Ostprignitz-Ruppin";"Königshorst";NA;NA;"5843647";"346706";NA;NA;"393";"Mesolithikum";13125;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Königshorst - 4";"nein";"Querschneider; Rohe unverz. stark gemagerte Keramikreste!!!; Zusammenfass. Brief vom 23.9.1936: G. Behm sucht Düne I westl. vom Gut Lobeofsund ab (Fpl. 3+4), dabei querschneidige Pfeilspitze (nach Gramsch mesolithisch), Klingen, Absplisse und atypische";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (346706 5843647)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"LUCHLAND";"Unteres,Oberes Rhinluch und Havelländisches Luch";346706;5843647
"675";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5865220";"330569";NA;NA;"394";"Mesolithikum";10871;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 17";"nein";"T-AXT; eine Hirschhornaxt; 500 m südlich vom Wendorfberg; Museum Wusterhausen";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330569 5865220)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";"Bodenzahlen überwiegend 30 - 50 und verbreitet <30";"n/g";"NORDBRANDENBURGISCHES PLATTEN UND HÜGELLAND";"Dosseniederung";330569;5865220
